ID,Class,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32
584,0.0,61,yes,V5,23.0,V7,V1,V4,V3,3756,F,,V4,V3,V3,0.0,126233,1.0,V2,4979,4,V2,V2,1,V3,23,V2,4,V2,1.0,T,3756,
585,0.0,36,yes,V1,48.0,V7,V5,V2,V3,12169,F,,V2,V3,V4,0.0,80203,1.0,V2,4628,4,V1,V2,1,V3,48,V1,4,V3,1.0,T,12169,
586,0.0,36,yes,V5,11.0,V3,V5,V3,V4,3398,F,,V3,V3,V4,0.0,24590,1.0,V1,3258,3,V2,V1,1,V2,11,V2,2,V3,1.0,T,3398,
587,0.0,42,yes,V5,12.0,V3,V3,V4,V2,522,F,,V4,V3,V3,0.0,36592,1.0,V1,3613,4,V4,V2,2,V2,12,V4,4,V3,,T,522,
588,0.0,20,yes,V2,10.0,V2,V4,V2,V1,1577,F,,V2,,V3,0.0,41242,1.0,V1,4186,1,V2,V1,1,V2,10,V2,4,V2,1.0,T,1577,
589,0.0,31,yes,V4,11.0,V2,V1,V4,V1,1736,F,,V4,V3,V2,0.0,50080,1.0,V1,5463,4,V2,V1,1,V2,11,V2,3,V2,1.0,T,1736,
590,0.0,24,yes,V4,48.0,V7,V5,V2,V4,8487,F,,V2,V3,V3,0.0,25968,1.0,V1,3658,2,V2,V1,1,V2,48,V2,1,V2,1.0,T,8487,
591,0.0,27,yes,V2,20.0,V3,V1,V1,V2,2605,F,,V1,V3,V4,0.0,22321,1.0,V1,5212,4,V2,V2,1,V1,20,V2,4,V2,1.0,T,2605,
592,0.0,25,yes,V2,24.0,V2,V1,V3,V4,3749,F,,V3,V3,V3,0.0,16586,1.0,V1,5306,4,V2,V1,1,V2,24,V2,2,V2,1.0,T,3749,
593,0.0,29,yes,V4,48.0,V9,V2,V2,V4,3565,F,,V2,V3,V3,0.0,14527,1.0,V1,4336,2,V1,V1,1,V2,48,V1,4,V3,1.0,T,3565,
594,0.0,28,yes,V4,6.0,V3,V1,V4,V1,2107,F,,V4,V3,V3,0.0,21827,1.0,V1,5292,2,V2,V1,1,V1,6,V2,2,V4,1.0,T,2107,
595,0.0,74,yes,V3,24.0,V9,V1,V4,V1,4525,F,,V4,V3,V4,0.0,45982,1.0,V1,2555,2,V4,V2,1,V2,24,V4,3,V3,1.0,T,4525,
596,0.0,27,no,V2,10.0,V2,V5,V1,V1,2131,F,,V1,V3,V3,0.0,14226,1.0,V2,3623,3,V4,V1,2,V1,10,V4,2,V2,1.0,T,2131,
597,0.0,24,yes,V3,36.0,V3,V5,V4,V4,2394,F,,V4,V3,V3,0.0,25962,1.0,V1,5034,4,V2,V1,1,V2,36,V2,4,V2,1.0,T,2394,
598,0.0,32,yes,V3,12.0,V6,V1,V4,V4,701,F,,V4,V3,V3,0.0,38624,1.0,V1,4972,2,V4,V1,2,V2,12,V4,4,V3,1.0,T,701,
599,0.0,33,yes,V3,18.0,V9,V2,V2,V4,2621,F,,V2,V3,V3,0.0,33144,1.0,V1,5868,4,V2,V1,1,V2,18,V2,4,V3,1.0,T,2621,
600,1.0,29,yes,V4,36.0,V2,V1,V1,V2,5179,F,,V1,V3,V3,0.0,19497,1.0,V1,6043,2,V2,V1,1,V2,36,V2,4,V3,1.0,T,5179,
601,0.0,29,yes,V2,36.0,V3,V1,V2,V3,4795,F,,V2,V3,V4,0.0,17083,1.0,V1,4761,1,V2,V2,1,V2,36,V2,4,V2,1.0,T,4795,
602,0.0,23,yes,V3,35.0,V3,V1,V3,V1,3912,F,,V3,V3,V3,0.0,44282,1.0,V1,4880,2,V2,V2,1,V2,35,V2,2,V3,1.0,T,3912,
603,0.0,33,yes,V5,24.0,V2,V1,V4,V4,5150,F,,V4,V3,V3,0.0,53731,1.0,V1,4913,4,V4,V2,1,V2,24,V4,4,V3,1.0,T,5150,
604,0.0,31,yes,V4,21.0,V7,V3,V4,V4,2781,F,,V4,V1,V4,0.0,14477,1.0,V1,4102,2,V2,V1,1,V2,21,V2,1,V2,1.0,T,2781,
605,1.0,22,yes,V3,27.0,V3,V3,V2,V2,2519,F,,V2,V3,V2,0.0,22073,1.0,V1,4119,2,V4,V1,2,V2,27,V4,4,V3,1.0,T,2519,
606,0.0,74,yes,V1,24.0,V1,V1,V1,V3,6615,F,,V1,V3,V4,0.0,67879,1.0,V1,5713,4,V4,V2,2,V3,24,V4,2,V3,1.0,T,6615,
607,0.0,45,yes,V5,39.0,V1,V2,V4,V4,8588,F,,V4,V3,V4,0.0,39047,1.0,V1,5412,2,V2,V2,1,V2,39,V2,4,V3,1.0,T,8588,
608,0.0,45,yes,V2,11.0,V7,V5,V4,V2,3526,F,,V4,V3,V4,0.0,39540,1.0,V1,6030,3,V2,V2,1,V2,11,V2,2,V3,2.0,T,3526,
609,1.0,27,yes,V2,12.0,V2,V2,V2,V4,951,F,,V2,V1,V3,0.0,50915,1.0,V1,3708,4,V2,V1,4,V1,12,V2,4,V2,1.0,T,951,
610,0.0,60,yes,V3,17.0,V6,V5,V2,V3,1239,F,,V2,V3,V3,0.0,5540,1.0,V1,6781,4,V2,V1,1,V3,17,V2,4,V3,1.0,T,1239,
611,0.0,35,yes,V4,14.0,V3,V5,V2,V1,2728,F,,V2,V1,V3,0.0,91387,1.0,V3,6486,2,V4,V2,3,V2,14,V4,4,V3,1.0,T,2728,
612,0.0,42,yes,V4,24.0,V1,V5,V4,V2,4041,F,,V4,V3,V3,0.0,1560,1.0,V1,5441,4,V4,V2,2,V2,24,V4,3,V3,1.0,T,4041,
613,0.0,30,yes,V3,12.0,V3,V1,V4,V1,706,F,,V4,V1,V3,0.0,77864,1.0,V1,3271,2,V2,V1,2,V2,12,V2,4,V3,1.0,T,706,
614,0.0,34,yes,V4,11.0,V3,V2,V4,V3,2140,F,,V4,V3,V3,0.0,8100,1.0,V1,4952,1,V2,V1,1,V2,11,V2,3,V3,1.0,T,2140,
615,0.0,54,yes,V3,36.0,V7,V1,V2,V2,7431,F,,V2,V3,V3,0.0,68687,1.0,V1,4920,2,V3,V1,1,V1,36,V3,2,V2,1.0,T,7431,
616,0.0,31,yes,V3,9.0,V3,V1,V4,V1,2696,F,,V4,V3,V3,0.0,14047,1.0,V1,4714,2,V2,V1,1,V2,9,V2,1,V3,2.0,T,2696,
617,0.0,36,yes,V5,23.0,V1,V5,V2,V3,2759,F,,V2,V1,V3,0.0,13689,1.0,V1,5746,4,V2,V2,1,V3,23,V2,4,V3,1.0,T,2759,
618,0.0,25,yes,V3,14.0,V5,V2,V2,V1,2630,F,,V2,V3,V2,0.0,40662,1.0,V1,3885,2,V2,V1,1,V2,14,V2,3,V2,1.0,T,2630,
619,0.0,51,yes,V5,23.0,V3,V2,V4,V2,2222,F,,V4,V1,V3,0.0,43560,1.0,V1,3630,4,V4,V1,2,V2,23,V4,4,V3,1.0,T,2222,
620,0.0,39,yes,V3,53.0,V1,V5,V4,V2,9435,F,,V4,V3,V2,0.0,11326,1.0,V1,4987,2,V5,V1,1,V2,53,V5,2,V3,2.0,T,9435,
621,1.0,34,yes,V2,9.0,V3,V1,V3,V4,1337,F,,V3,V3,V4,0.0,13913,1.0,V1,4915,2,V5,V2,2,V2,9,V5,4,V3,1.0,T,1337,
622,0.0,29,yes,V3,11.0,V2,V1,V1,V2,3589,F,,V1,V3,V2,0.0,22781,1.0,V2,6051,2,V2,V1,1,V2,11,V2,2,V3,2.0,T,3589,
623,1.0,41,yes,V5,48.0,V7,V1,V1,V3,7762,F,,V1,V1,V4,0.0,34390,1.0,V1,4399,4,V2,V1,1,V3,48,V2,4,V3,1.0,T,7762,
624,0.0,36,yes,V2,12.0,V6,V5,V4,V2,3564,F,,V4,V3,V2,0.0,19220,1.0,V1,5040,1,V4,V1,2,V2,12,V4,2,V3,2.0,T,3564,
625,0.0,34,yes,V1,6.0,V2,V1,V2,V2,1049,F,,V2,V2,V4,0.0,125218,1.0,V1,4305,1,V3,V2,2,V2,6,V3,4,V3,1.0,T,1049,
626,1.0,65,yes,V5,30.0,V9,V1,V3,V1,1907,F,,V3,V3,V4,0.0,96370,1.0,V1,4520,4,V3,V2,1,V2,30,V3,4,V3,1.0,T,1907,
627,0.0,24,yes,V3,18.0,V3,V1,V2,V1,866,F,,V2,V3,V2,0.0,56880,1.0,V3,3946,2,V2,V1,1,V2,18,V2,4,V4,1.0,T,866,
628,0.0,26,yes,V3,48.0,V9,V1,V4,V1,3608,F,,V4,V2,V3,0.0,44179,1.0,V1,4628,1,V1,V1,1,V2,48,V1,1,V2,1.0,T,3608,
629,0.0,33,yes,V3,6.0,V3,V5,V4,V1,1897,F,,V4,V3,V2,0.0,32091,1.0,V1,4116,2,V4,V1,2,V2,6,V4,1,V3,2.0,T,1897,
630,0.0,43,yes,V5,26.0,V9,V1,V1,V4,2442,F,,V1,V2,V4,0.0,17629,1.0,V1,6844,4,V4,V2,4,V2,26,V4,4,V3,2.0,T,2442,
631,1.0,24,yes,V2,24.0,V7,V1,V2,V4,1354,F,,V2,V3,V2,0.0,23058,1.0,V1,4859,4,V2,V2,1,V2,24,V2,3,V2,1.0,T,1354,
632,0.0,40,yes,V3,5.0,V7,V4,V4,V1,249,F,,V4,V1,V2,0.0,53693,1.0,V1,4041,2,V4,V1,2,V2,5,V4,2,V2,1.0,T,249,
633,0.0,26,yes,V2,15.0,V2,V1,V4,V2,2708,F,,V4,V1,V2,0.0,96234,1.0,V1,5503,3,V2,V1,2,V2,15,V2,2,V3,1.0,T,2708,
634,1.0,43,yes,V3,6.0,V2,V1,V1,V1,3384,F,,V1,V3,V4,0.0,27209,1.0,V1,3526,4,V4,V2,1,V1,6,V4,1,V1,1.0,T,3384,
635,1.0,40,yes,V5,36.0,V2,V1,V1,V2,2711,F,,V1,V1,V3,0.0,65959,1.0,V1,4480,2,V2,V1,1,V2,36,V2,2,V3,2.0,T,2711,
636,0.0,21,yes,V2,17.0,V2,V1,V1,V4,3649,F,,V1,V3,V3,0.0,68534,1.0,V1,5298,4,V2,V1,1,V1,17,V2,1,V2,1.0,T,3649,
637,0.0,25,yes,V3,5.0,V7,V1,V4,V2,3517,F,,V4,V3,V3,0.0,24766,1.0,V3,5970,3,V2,V1,1,V1,5,V2,2,V3,1.0,T,3517,
638,1.0,42,yes,V1,11.0,V9,V1,V4,V4,2291,F,,V4,V2,V4,0.0,42864,1.0,V1,5470,2,V4,V2,2,V2,11,V4,4,V3,1.0,T,2291,
639,1.0,25,yes,V2,11.0,V7,V1,V2,V4,1295,F,,V2,V3,V3,0.0,5783,1.0,V1,6021,1,V2,V1,1,V1,11,V2,3,V2,1.0,T,1295,
640,0.0,30,yes,V3,17.0,V1,V5,V4,V2,3378,F,,V4,V3,V3,0.0,68845,1.0,V1,3897,1,V2,V2,1,V2,17,V2,2,V3,1.0,T,3378,
641,1.0,20,yes,V3,29.0,V2,V2,V2,V4,3441,F,,V2,V3,V3,0.0,48960,1.0,V2,5091,4,V2,V1,1,V1,29,V2,2,V2,1.0,T,3441,
642,0.0,38,no,V3,11.0,V7,V1,V1,V1,2121,F,,V1,V3,V2,0.0,20279,1.0,V1,6825,2,V4,V1,2,V1,11,V4,3,V3,2.0,T,2121,
643,0.0,28,yes,V3,23.0,V3,V1,V4,V2,1412,F,,V4,V3,V3,0.0,32604,1.0,V1,3429,2,V2,V1,1,V2,23,V2,4,V4,1.0,T,1412,
644,0.0,33,yes,V4,24.0,V9,V5,V2,V3,2825,F,,V2,V3,V3,0.0,30302,1.0,V1,5752,3,V4,V2,2,V2,24,V4,4,V3,2.0,T,2825,
645,1.0,33,yes,V3,18.0,V2,V1,V3,V1,2863,F,,V3,V3,V2,0.0,20628,1.0,V1,6397,1,V2,V1,1,V2,18,V2,2,V3,2.0,T,2863,
646,0.0,20,yes,V3,23.0,V9,V1,V1,V4,6567,F,,V1,V2,V2,0.0,29831,1.0,V1,4434,2,V2,V1,1,V2,23,V2,2,V4,1.0,T,6567,
647,0.0,47,yes,V5,27.0,V5,V5,V4,V2,5189,F,,V4,V3,V3,0.0,16293,1.0,V1,6705,4,V2,V2,4,V2,27,V2,4,V3,2.0,T,5189,
648,1.0,73,yes,V5,9.0,V1,V1,V2,V3,5129,F,,V2,V1,V4,0.0,81523,1.0,V1,4707,4,V1,V2,1,V3,9,V1,2,V2,2.0,T,5129,
649,1.0,46,yes,V2,12.0,V7,V1,V1,V4,697,F,,V1,V1,V3,0.0,38122,1.0,V1,6043,2,V1,V2,2,V2,12,V1,4,V3,1.0,T,697,
650,0.0,35,yes,V2,17.0,V2,V1,V4,V4,3779,F,,V4,V3,V4,0.0,20543,1.0,V1,4139,2,V4,V2,2,V2,17,V4,3,V1,1.0,T,3779,
651,1.0,38,yes,V4,47.0,V1,V1,V1,V3,10296,F,,V1,V2,V3,0.0,63183,1.0,V1,4502,4,V2,V2,3,V3,47,V2,4,V3,2.0,T,10296,
652,0.0,49,yes,V5,20.0,V2,V1,V4,V1,2240,F,,V4,V3,V3,0.0,44653,1.0,V1,6198,2,V2,V1,2,V2,20,V2,4,V3,1.0,T,2240,
653,0.0,30,yes,V3,14.0,V1,V1,V4,V4,4656,F,,V4,V3,V3,0.0,19836,1.0,V1,6876,2,V2,V2,1,V2,14,V2,3,V3,1.0,T,4656,
654,1.0,37,yes,V3,36.0,V6,V1,V4,V3,1819,F,,V4,V2,V3,0.0,52823,1.0,V1,7805,4,V2,V2,1,V3,36,V2,4,V3,1.0,T,1819,
655,0.0,26,yes,V2,18.0,V3,V1,V4,V1,1452,F,,V4,V3,V3,0.0,35685,1.0,V1,5292,1,V2,V1,1,V2,18,V2,3,V2,1.0,T,1452,
656,1.0,48,yes,V3,11.0,V7,V1,V1,V4,1082,F,,V1,V1,V3,0.0,49983,1.0,V1,4767,4,V5,V1,2,V2,11,V5,4,V3,1.0,T,1082,
657,0.0,43,yes,V4,8.0,V3,V1,V2,V1,760,F,,V2,V3,V2,0.0,11581,1.0,V3,7271,2,V2,V1,1,V2,8,V2,4,V2,1.0,T,760,
658,0.0,32,yes,V3,9.0,V1,V2,V4,V1,2847,F,,V4,V3,V3,0.0,19754,1.0,V2,4869,2,V2,V1,1,V2,9,V2,1,V3,2.0,T,2847,
659,0.0,39,yes,V1,,V2,V1,V2,V2,7374,F,,V2,V2,V4,0.0,49681,1.0,V1,4593,4,V4,V2,2,V2,18,V4,4,V3,1.0,T,7374,
660,0.0,33,yes,V5,14.0,V3,V2,V4,V4,1569,F,,V4,V1,V2,0.0,56138,1.0,V1,6776,4,V1,V1,1,V2,14,V1,4,V3,2.0,T,1569,
661,0.0,37,yes,V4,36.0,V7,V1,V4,V4,3535,F,,V4,V3,V3,0.0,19836,1.0,V1,4738,4,V4,V2,2,V2,36,V4,4,V3,1.0,T,3535,
662,0.0,34,yes,V3,35.0,V6,V5,V4,V3,9055,F,,V4,V3,V2,0.0,26328,1.0,V1,4364,4,V2,V2,1,V3,35,V2,2,V3,2.0,T,9055,
663,0.0,57,yes,V3,24.0,V3,V3,V3,V4,1257,F,,V3,V3,V2,0.0,53076,1.0,V1,3830,3,V2,V1,1,V2,24,V2,3,V2,1.0,T,1257,
664,0.0,57,yes,V5,11.0,V9,V5,V4,V3,1264,F,,V4,V3,V2,0.0,19034,1.0,V1,3766,4,V4,V1,1,V1,11,V4,4,V3,1.0,T,1264,
665,0.0,25,yes,V3,14.0,V2,V1,V1,V2,1432,F,,V1,V3,V3,0.0,20738,1.0,V1,5071,3,V4,V1,2,V1,14,V4,4,V2,1.0,T,1432,
666,1.0,21,yes,V4,11.0,V8,V1,V1,V2,902,F,,V1,V3,V3,0.0,35631,1.0,V1,4939,4,V2,V1,1,V1,11,V2,4,V4,1.0,T,902,
667,0.0,25,yes,V3,8.0,V2,V1,V4,V1,1388,F,,V4,V3,V3,0.0,36358,1.0,V1,5380,2,V2,V1,1,V1,8,V2,4,V2,1.0,T,1388,
668,0.0,26,yes,V3,23.0,V2,V1,V3,V1,1925,F,,V3,V3,V3,0.0,12081,1.0,V1,5457,2,V2,V1,1,V2,23,V2,2,V3,1.0,T,1925,
669,0.0,35,yes,V5,35.0,V1,V1,V4,V2,5842,F,,V4,V3,V3,0.0,7067,1.0,V1,5201,2,V4,V2,2,V2,35,V4,2,V3,2.0,T,5842,
670,1.0,33,yes,V5,17.0,V7,V1,V1,V1,3966,F,,V1,V1,V3,0.0,23225,1.0,V1,4054,4,V4,V2,3,V1,17,V4,1,V2,1.0,T,3966,
671,0.0,38,yes,V5,29.0,V3,V1,V1,V2,2522,F,,V1,V3,V3,0.0,52590,1.0,V3,3946,3,V2,V1,1,V2,29,V2,1,V3,2.0,T,2522,
672,0.0,24,yes,V3,5.0,V3,V1,V4,V1,932,F,,V4,V3,V3,0.0,60412,1.0,V1,4905,2,V3,V1,1,V2,5,V3,3,V2,1.0,T,932,
673,0.0,37,yes,V5,11.0,V8,V5,V2,V2,754,F,,V2,V3,V3,0.0,57938,1.0,V1,4067,4,V2,V1,2,V2,11,V2,4,V3,1.0,T,754,
674,1.0,22,yes,V4,23.0,V7,V1,V1,V4,1442,F,,V1,V3,V3,0.0,28595,1.0,V1,4628,4,V2,V1,2,V1,23,V2,4,V2,1.0,T,1442,
675,0.0,38,yes,V5,12.0,V3,V5,V4,V1,1240,F,,V4,V3,V3,0.0,13981,1.0,V1,4590,2,V4,V2,2,V2,12,V4,4,V2,1.0,T,1240,
676,0.0,34,yes,V5,23.0,V1,V1,V4,V4,2670,F,,V4,V3,V4,0.0,15338,1.0,V1,3855,4,V2,V2,1,V2,23,V2,4,V3,1.0,T,2670,
677,0.0,43,yes,V3,17.0,V5,V1,V2,V1,6203,F,,V2,V3,V2,0.0,38979,1.0,V1,6423,4,V3,V2,1,V2,17,V3,2,V3,2.0,T,6203,
678,0.0,46,yes,V5,6.0,V3,V5,V4,V2,729,F,,V4,V3,V2,0.0,89033,1.0,V1,3726,2,V4,V2,2,V1,6,V4,4,V3,1.0,T,729,
679,1.0,21,yes,V1,12.0,V4,V2,V1,V2,740,F,,V1,V3,V3,0.0,15596,1.0,V1,5857,3,V2,V1,1,V2,12,V2,4,V2,1.0,T,740,
680,1.0,23,yes,V4,35.0,V1,V1,V1,V4,9628,F,,V1,V3,V3,0.0,53337,1.0,V1,3998,4,V4,V2,2,V2,35,V4,4,V3,1.0,T,9628,
681,0.0,32,yes,V3,24.0,V6,V5,V4,V4,1926,F,,V4,V3,V3,0.0,31168,1.0,V1,6526,2,V4,V2,2,V2,24,V4,3,V2,1.0,T,1926,
682,1.0,26,yes,V4,60.0,V7,V1,V2,V3,14027,F,,V2,V3,V4,0.0,25233,1.0,V1,4338,2,V2,V2,1,V2,60,V2,4,V3,1.0,T,14027,
683,0.0,49,yes,V3,5.0,V1,V3,V4,V2,1235,F,,V4,V3,V3,0.0,72487,1.0,V1,3716,4,V2,V1,1,V1,5,V2,2,V3,1.0,T,1235,
684,1.0,27,yes,V2,24.0,V7,V1,V1,V2,3122,F,V2,V1,V3,V3,0.0,25107,1.0,V1,3731,1,V2,V1,1,V2,24,V2,4,V2,1.0,T,3122,
685,0.0,30,yes,V3,17.0,V7,V1,V4,V2,1819,F,,V4,V3,V4,0.0,34896,1.0,V1,3742,2,V2,V2,1,V2,17,V2,2,V4,1.0,T,1819,
686,1.0,21,yes,V4,9.0,V3,V1,V4,V4,1478,F,,V4,V3,V3,0.0,4914,1.0,V1,5192,2,V2,V1,1,V2,9,V2,4,V3,1.0,T,1478,
687,0.0,45,yes,V5,12.0,V8,V1,V1,V4,338,F,,V1,V1,V2,0.0,83793,1.0,V1,3488,1,V1,V1,1,V2,12,V1,4,V4,1.0,T,338,
688,1.0,32,yes,V1,18.0,V2,V1,V1,V4,1131,F,,V1,V3,V3,0.0,15309,1.0,V1,6085,2,V2,V1,1,V2,18,V2,4,V2,1.0,T,1131,
689,1.0,31,yes,V4,24.0,V7,V1,V1,V2,4817,F,,V1,V3,V3,0.0,45699,1.0,V2,6850,3,V2,V2,1,V2,24,V2,2,V3,1.0,T,4817,
690,0.0,19,yes,V3,12.0,V3,V1,V1,V1,1107,F,,V1,V3,V4,0.0,17769,1.0,V1,3419,2,V2,V2,1,V1,12,V2,2,V3,,T,1107,
691,1.0,29,yes,V3,12.0,V3,V1,V1,V3,2149,F,,V1,V3,V3,0.0,93488,1.0,V1,5414,1,V1,V1,1,V3,12,V1,4,V1,1.0,T,2149,
692,0.0,29,yes,V1,23.0,V1,V1,V1,V3,6579,F,,V1,V3,V4,0.0,20253,1.0,V1,5273,2,V2,V2,1,V3,23,V2,4,V3,1.0,T,6579,
693,1.0,22,yes,V4,18.0,V2,V1,V4,V1,1807,F,,V4,V3,V3,0.0,62499,1.0,V1,3794,1,V3,V1,1,V2,18,V3,4,V2,1.0,T,1807,
694,0.0,39,yes,V4,18.0,V2,V1,V2,V1,3001,F,,V2,V3,V3,0.0,42489,1.0,V1,6263,4,V2,V1,1,V1,18,V2,2,V2,1.0,T,3001,
695,0.0,30,yes,V3,9.0,V2,V1,V2,V4,1520,F,,V2,V3,V2,0.0,82082,1.0,V1,5753,2,V2,V1,1,V2,9,V2,4,V1,1.0,T,1520,
696,1.0,23,yes,V4,47.0,V7,V2,V2,V2,6560,F,,V2,V3,V3,0.0,48124,1.0,V1,5139,2,V2,V1,1,V2,47,V2,3,V3,1.0,T,6560,
697,0.0,30,yes,V2,47.0,V7,V3,V2,V4,8357,F,,V2,V3,V3,0.0,71103,1.0,V1,4460,1,V5,V1,2,V2,47,V5,1,V2,1.0,T,8357,
698,0.0,35,yes,V3,12.0,V8,V3,V4,V1,3446,F,,V4,V3,V2,0.0,75765,1.0,V1,5361,3,V1,V1,1,V2,12,V1,4,V2,2.0,T,3446,
699,0.0,37,no,V4,5.0,V7,V1,V1,V2,608,F,,V1,V3,V3,0.0,88128,1.0,V1,6142,3,V4,V1,2,V2,5,V4,4,V2,1.0,T,608,
700,0.0,36,yes,V3,10.0,V4,V1,V3,V4,1225,F,,V3,V3,V3,0.0,29272,1.0,V1,6070,2,V2,V2,1,V2,10,V2,2,V3,1.0,T,1225,
701,0.0,40,yes,V4,36.0,V2,V3,V4,V4,7677,F,,V4,V3,V3,0.0,96318,1.0,V1,3263,4,V3,V2,2,V2,36,V3,2,V2,1.0,T,7677,
702,0.0,27,no,V2,15.0,V3,V1,V1,V1,1052,F,,V1,V3,V3,0.0,33821,1.0,V1,3954,2,V2,V1,1,V2,15,V2,4,V4,1.0,T,1052,
703,0.0,19,yes,V3,11.0,V3,V1,V2,V1,584,F,,V2,V3,V3,0.0,52485,1.0,V2,5550,4,V3,V1,2,V1,11,V3,4,V4,1.0,T,584,
704,1.0,24,yes,V2,14.0,V3,V1,V3,V1,2326,F,,V3,V3,V2,0.0,14498,1.0,V1,4407,3,V2,V1,1,V2,14,V2,2,V2,1.0,T,2326,
705,0.0,36,yes,V4,24.0,V9,V2,V2,V4,6966,F,,V2,V3,V4,0.0,35492,1.0,V1,4428,4,V3,V2,1,V1,24,V3,4,V3,1.0,T,6966,
706,1.0,39,yes,V5,35.0,V6,V5,V1,V3,1977,F,,V1,V3,V4,0.0,109829,1.0,V1,4549,4,V2,V2,1,V2,35,V2,4,V3,1.0,T,1977,
707,0.0,23,yes,V2,10.0,V2,V1,V4,V1,2146,F,,V4,V3,V3,0.0,11961,1.0,V1,4791,3,V4,V1,2,V1,10,V4,1,V2,1.0,T,2146,
708,0.0,22,yes,V3,12.0,V3,V1,V2,V1,3572,F,,V2,V3,V2,0.0,56493,1.0,V1,5277,1,V4,V1,1,V2,12,V4,1,V2,1.0,T,3572,
709,0.0,22,yes,V5,15.0,V1,V4,V4,V3,3367,F,,V4,V3,V3,0.0,82431,1.0,V1,5837,4,V4,V2,2,V1,15,V4,3,V3,1.0,T,3367,
710,1.0,27,yes,V4,11.0,V5,V1,V1,V1,1107,F,,V1,V3,V3,0.0,20696,1.0,V1,4309,3,V5,V1,2,V2,11,V5,4,V3,1.0,T,1107,
711,1.0,39,yes,V3,20.0,V7,V5,V1,V2,1647,F,,V1,V3,V2,0.0,35027,1.0,V1,4748,2,V1,V1,2,V2,20,V1,4,V3,2.0,T,1647,
712,1.0,30,yes,V3,35.0,V9,V1,V2,V1,4455,F,,V2,V2,V4,0.0,48074,1.0,V1,4146,2,V3,V2,2,V2,35,V3,2,V1,1.0,T,4455,
713,1.0,36,yes,V3,24.0,V9,V1,V2,V1,4240,F,,V2,V3,V2,0.0,31504,1.0,V1,5424,4,V5,V2,3,V2,24,V5,1,V3,1.0,T,4240,
714,1.0,32,yes,V3,17.0,V7,V5,V2,V2,1042,F,,V2,V3,V3,0.0,66783,1.0,V1,5035,2,V2,V1,1,V2,17,V2,4,V2,1.0,T,1042,
715,0.0,33,yes,V3,23.0,V5,V1,V4,V1,2057,F,,V4,V3,V3,0.0,51766,1.0,V1,4251,2,V4,V2,2,V2,23,V4,4,V1,1.0,T,2057,
716,0.0,33,yes,V4,24.0,V7,V4,V4,V4,1525,F,,V4,V3,V3,0.0,12192,1.0,V1,3536,3,V2,V2,1,V2,24,V2,4,V2,2.0,T,1525,
717,0.0,39,yes,V2,18.0,V3,V1,V4,V1,1473,F,V1,V4,V3,V3,0.0,41598,1.0,V1,4044,4,V2,V2,1,V2,18,V2,3,V4,1.0,T,1473,
718,0.0,35,yes,V5,14.0,V7,V3,V4,V3,5323,F,,V4,V3,V3,0.0,71452,1.0,V1,4135,4,V2,V1,1,V3,14,V2,1,V2,1.0,T,5323,
719,0.0,30,yes,V5,24.0,V3,V3,V4,V4,3429,F,,V4,V3,V3,0.0,12706,1.0,V1,3814,2,V2,V2,1,V2,24,V2,3,V3,2.0,T,3429,
720,0.0,52,yes,V3,5.0,V7,V2,V4,V4,362,F,,V4,V3,V2,0.0,145341,1.0,V1,5635,4,V4,V1,2,V2,5,V4,4,V2,1.0,T,362,
721,1.0,26,yes,V3,35.0,V1,V1,V1,V2,8228,F,,V1,V3,V3,0.0,68274,1.0,V1,5050,2,V2,V1,1,V2,35,V2,2,V3,2.0,T,8228,
722,0.0,41,yes,V3,11.0,V3,V4,V3,V1,408,F,,V3,V3,V3,0.0,17092,1.0,V1,3615,3,V1,V1,2,V1,11,V1,3,V2,1.0,T,408,
723,1.0,22,yes,V2,24.0,V3,V2,V2,V4,3092,F,,V2,V3,V3,0.0,9633,1.0,V1,5181,2,V2,V2,1,V1,24,V2,3,V4,1.0,T,3092,
724,1.0,20,yes,V3,24.0,V3,V1,V1,V1,1986,F,,V1,V3,V2,0.0,8373,1.0,V1,5275,4,V2,V1,1,V1,24,V2,2,V3,2.0,T,1986,
725,0.0,32,yes,V4,24.0,V7,V2,V1,V4,2324,F,,V1,V1,V3,0.0,26566,1.0,V1,4341,3,V1,V1,1,V2,24,V1,2,V3,1.0,T,2324,
726,1.0,26,yes,V2,8.0,V7,V1,V1,V3,1421,F,,V1,V3,V4,0.0,9892,1.0,V1,7090,2,V2,V2,1,V3,8,V2,3,V3,1.0,T,1421,
727,0.0,26,yes,V4,23.0,V7,V2,V4,V2,2463,F,,V4,V3,V3,0.0,8577,1.0,V1,5750,3,V4,V2,2,V2,23,V4,4,V4,1.0,T,2463,
728,0.0,36,yes,V4,19.0,V1,V5,V2,V2,7057,F,,V2,V1,V4,0.0,45324,1.0,V1,5794,4,V3,V2,2,V1,19,V3,3,V3,2.0,T,7057,
729,1.0,22,yes,V2,17.0,V7,V1,V1,V4,976,F,,V1,V3,V2,0.0,52594,1.0,V1,4652,2,V2,V1,1,V2,17,V2,1,V2,1.0,T,976,
